text,label
"hi ronny. your answer is very good indeed, but you've gone further than needed. have another read of the question and see if you can work out what exactly is being asked for and then look again at your solution.",probing
excellent. can you see where you went wrong in your first solution?,probing
hi emily. can you explain how you worked out karina's brother's age please? don't answer anything else other than this specific question.,probing
"thank you, but please just answer the question i ask you. you said karina's brother is 20 years of age, correct?",focus
"hi alejandra. your solution starts very well as you've correctly worked out how many more miles the truck needs to go. can you continue your solution from there, but instead of using 0.33 use 1 3 to work out the fuel needed?",probing
"that's a better answer for the number of gallons he needs, as your initial use of 0.33 introduced a rounding error. can you see that?",probing
"hi jordy, i love how you've used algebra to solve this problem but there's a small mistake. look at your 3rd step. remember that the fridge doesn't cost 500, it costs 500 more. can you try that formula again now?",generic
that's not quite right as you've added 2 lots of 500 when you only needed one.,telling
"you assumed that the question was asking you to calculate the leftover volume, but i think it's actually asking for the leftover area. can you calculate the leftover area?",probing
not quite - what's the total area of the bottom of the shoebox?,focus
"hi mariana, how are you?",generic
can you tell me why you did 26 2 in your first step?,probing
